run_id,arm,model,config,budget,sigma,seed_index,batch,config_recovered,power_at_open,fingerprint,worker,n_evaluated,n_tool_use,n_refused,graded,status,submitted_sr_is,sr_deflated,critical_value,p_value,stated_mean,stated_sd,oos,considered,n_status_calls,status_positions,last_cleared,submitted,usage_missing,models_seen,non_mcp_tools,rate_limit_rejected,input_tokens,output_tokens,cache_read,cache_creation,thinking_tokens,cost_usd,wall_seconds
"""s3_T5000_sonnet_gate_556""","""gate""","""claude-sonnet-5""","""s3""",null,194.40679000487614,556,"""b4""",false,0.4626856892415453,"""62ea4bfa9d02d603""",3,157,163,2,true,"""FAIL""",0.747328805027014,-0.07429804673392104,1.0210496928387995,0.7291270872912708,0.35,0.35,-0.01381299047065828,7,2,"[0.7607361963190185, 0.9938650306748467]",false,true,false,"[""claude-sonnet-5""]",[],false,36,15936,254436,25634,0,0.31285520000000006,220.38893508911133
"""s3_T5000_sonnet_control_557""","""control""","""claude-sonnet-5""","""s3""",null,194.40679000487614,557,"""b4""",false,0.46174610090939544,"""62ea4bfa9d02d603""",0,69,70,0,true,"""FAIL""",0.9447804241168206,0.12094010398173671,1.0215813443155817,0.14708529147085292,0.55,0.35,0.021585181323518367,1,0,[],null,true,false,"[""claude-sonnet-5""]",[],false,12,6838,38169,11457,0,0.12186580000000001,127.14106583595276
"""s3_T5000_sonnet_gate_558""","""gate""","""claude-sonnet-5""","""s3""",null,194.40679000487614,558,"""b4""",false,0.4503633445205478,"""62ea4bfa9d02d603""",0,92,95,0,true,"""PASS""",1.2090694580684294,0.3843562037984798,1.028032595039662,0.0016998300169983002,0.65,0.35,0.5078862666428803,2,1,[0.9894736842105263],true,true,false,"[""claude-sonnet-5""]",[],false,16,9231,61839,15150,0,0.16530979999999998,128.61095881462097
"""s3_T5000_sonnet_control_559""","""control""","""claude-sonnet-5""","""s3""",null,194.40679000487614,559,"""b4""",false,0.4661707083480549,"""62ea4bfa9d02d603""",1,104,107,2,true,"""PASS""",1.076513148389599,0.2535946620168422,1.0190787537185377,0.0193980601939806,0.65,0.35,0.2009329216005802,2,0,[],null,true,false,"[""claude-sonnet-5""]",[],false,20,10527,99539,16962,0,0.1930658,116.20882201194763
"""s3_T5000_sonnet_gate_560""","""gate""","""claude-sonnet-5""","""s3""",null,194.40679000487614,560,"""b4""",false,0.4776010323862071,"""62ea4bfa9d02d603""",1,200,207,3,true,"""FAIL""",0.90414613557016,0.08282545545936226,1.012623854856209,0.22667733226677333,0.45,0.35,-0.33327879057838455,0,2,"[0.43478260869565216, 0.8260869565217391]",false,true,false,"[""claude-sonnet-5""]",[],false,42,20574,365119,32555,0,0.40906780000000004,189.79839420318604
"""s3_T5000_sonnet_control_561""","""control""","""claude-sonnet-5""","""s3""",null,194.40679000487614,561,"""b4""",false,0.4542385316069947,"""62ea4bfa9d02d603""",2,56,58,1,true,"""PASS""",1.2939243838970231,0.47027407478649497,1.0258339800043292,9.999000099990002e-05,0.75,0.35,0.20234883910944654,1,0,[],null,true,false,"[""claude-sonnet-5""]",[],false,10,5815,25434,9695,0,0.1020368,142.47904086112976
"""s3_T5000_sonnet_gate_562""","""gate""","""claude-sonnet-5""","""s3""",null,194.40679000487614,562,"""b4""",false,0.46913184114125545,"""62ea4bfa9d02d603""",2,192,196,0,true,"""FAIL""",1.0034431747718362,0.18234779776600507,1.017405254938796,0.062493750624937505,0.75,0.35,0.24813552666160324,3,2,"[0.7806122448979592, 0.9438775510204082]",false,true,false,"[""claude-sonnet-5""]",[],false,52,20114,425540,31553,0,0.41256400000000004,256.5458610057831
"""s3_T5000_sonnet_control_563""","""control""","""claude-sonnet-5""","""s3""",null,194.40679000487614,563,"""b4""",false,0.4528930787676553,"""62ea4bfa9d02d603""",3,82,83,0,true,"""FAIL""",0.7010335651478085,-0.12213572362078318,1.0265970413584755,0.8578142185781422,0.45,0.25,0.0998968378814459,3,0,[],null,true,false,"[""claude-sonnet-5""]",[],false,12,8147,41646,13250,0,0.1428232,128.495285987854
"""s3_T5000_sonnet_gate_564""","""gate""","""claude-sonnet-5""","""s3""",null,194.40679000487614,564,"""b4""",false,0.4594215488479101,"""62ea4bfa9d02d603""",3,80,83,0,true,"""PASS""",1.1269312695265403,0.3024241547200345,1.022897181643909,0.007699230076992301,0.6,0.35,0.23856952372525508,3,1,[0.9397590361445783],true,true,false,"[""claude-sonnet-5""]",[],false,18,8036,65039,13450,0,0.1472038,154.6411416530609
"""s3_T5000_sonnet_control_565""","""control""","""claude-sonnet-5""","""s3""",null,194.40679000487614,565,"""b4""",false,0.44838603982430403,"""62ea4bfa9d02d603""",0,66,68,1,true,"""PASS""",1.624808749546416,0.8018066705059098,1.029155454440506,9.999000099990002e-05,0.9,0.5,0.8067517905598797,3,0,[],null,true,false,"[""claude-sonnet-5""]",[],false,12,6501,36098,10918,0,0.11592559999999999,128.68489384651184
